64624,SAR,FJD,2018-11-23 23:58:21,AAA
94608,ECS,USN,2018-11-23 23:58:21,AAA
44951,,MZM,2018-11-23 23:58:20,
65402,AAA,PAB,2018-11-23 23:58:21,3
312,AAA,ZMK,2018-11-23 23:58:20,4
44101,AAA,LSM,2018-11-23 23:58:20,71
6000,AAA,SLL,2018-11-23 23:58:20,69
8298,AAA,LBP,2018-11-23 23:58:20,11
66070,GIP,ESP,2018-11-23 23:58:21,AAA
69924,,BDT,2018-11-23 23:58:21,
73998,AAA,AOK,2018-11-23 23:58:21,77
63938,,BDT,2018-11-23 23:58:21,
40403,,ALL,2018-11-23 23:58:20,
98141,BGL,BMD,2018-11-23 23:58:21,AAA
63198,AAA,CLP,2018-11-23 23:58:21,92
6811,AAA,BEF,2018-11-23 23:58:20,72
46824,AAA,IRR,2018-11-23 23:58:20,22
13699,,	MVR,2018-11-23 23:58:20,
67789,DKK,ZAR,2018-11-23 23:58:21,AAA
57739,AAA,BMD,2018-11-23 23:58:21,96
11637,GQE,KES,2018-11-23 23:58:20,AAA
73035,,XBA,2018-11-23 23:58:21,
82151,SAR,BBD,2018-11-23 23:58:21,AAA
97304,ESB,DOP,2018-11-23 23:58:21,AAA
67347,AAA,BND,2018-11-23 23:58:21,74
59462,WST,CLP,2018-11-23 23:58:21,AAA
73057,CHF,HUF,2018-11-23 23:58:21,AAA
57855,AAA,	MGF,2018-11-23 23:58:21,44
23463,HKD,TZS,2018-11-23 23:58:20,AAA
97559,,PGK,2018-11-23 23:58:21,
8063,AAA,GRD,2018-11-23 23:58:20,57
6918,DEM,HNL,2018-11-23 23:58:20,AAA
1294,GYD,DZD,2018-11-23 23:58:20,AAA
92821,CHF,AUD,2018-11-23 23:58:21,AAA
68050,ESA,BHD,2018-11-23 23:58:21,AAA
16309,AAA,LYD,2018-11-23 23:58:20,55
85733,ILS,JPY,2018-11-23 23:58:21,AAA
95051,,XAU,2018-11-23 23:58:21,
17610,AAA,PAB,2018-11-23 23:58:20,21
38513,,TOP,2018-11-23 23:58:20,
9795,,KYD,2018-11-23 23:58:20,
57798,,ZAL,2018-11-23 23:58:21,
53878,AAA,GMD,2018-11-23 23:58:20,8
73761,ISK,FRF,2018-11-23 23:58:21,AAA
46328,,SGD,2018-11-23 23:58:20,
414,,USN,2018-11-23 23:58:20,
71052,IDR,VEB,2018-11-23 23:58:21,AAA
70158,,CYP,2018-11-23 23:58:21,
73158,,PHP,2018-11-23 23:58:21,
72717,AAA,STD,2018-11-23 23:58:21,97
37763,AAA,BWP,2018-11-23 23:58:20,16
438,AAA,LAK,2018-11-23 23:58:20,35
93639,,BND,2018-11-23 23:58:21,
42904,HNL,BHD,2018-11-23 23:58:20,AAA
95909,YDD,YUD,2018-11-23 23:58:21,AAA
97609,,LKR,2018-11-23 23:58:21,
3247,AAA,NLG,2018-11-23 23:58:20,78
27575,,HKD,2018-11-23 23:58:20,
36986,,NOK,2018-11-23 23:58:20,
4130,AAA,ILS,2018-11-23 23:58:20,54
9866,,SHP,2018-11-23 23:58:20,
88435,AAA,FIM,2018-11-23 23:58:21,5
41145,AAA,MRO,2018-11-23 23:58:20,4
67556,AAA,GTQ,2018-11-23 23:58:21,58
38103,AAA,MXP,2018-11-23 23:58:20,63
41263,,ZMK,2018-11-23 23:58:20,
47616,AAA,GIP,2018-11-23 23:58:20,45
94880,RWF,SAR,2018-11-23 23:58:21,AAA
35790,YER,MXP,2018-11-23 23:58:20,AAA
33787,,WST,2018-11-23 23:58:20,
73660,USD,LAK,2018-11-23 23:58:21,AAA
49100,AAA,USN,2018-11-23 23:58:20,38
70883,,ITL,2018-11-23 23:58:21,
51116,CLP,SZL,2018-11-23 23:58:20,AAA
43918,AAA,XCD,2018-11-23 23:58:20,67
39455,CLP,HUF,2018-11-23 23:58:20,AAA
14605,ESA,NPR,2018-11-23 23:58:20,AAA
59426,,GIP,2018-11-23 23:58:21,
67904,AAA,MZM,2018-11-23 23:58:21,39
12407,,NZD,2018-11-23 23:58:20,
4734,BHD,FJD,2018-11-23 23:58:20,AAA
59818,,CVE,2018-11-23 23:58:21,
68921,,HKD,2018-11-23 23:58:21,
79725,,LUF,2018-11-23 23:58:21,
79484,ECS,GRD,2018-11-23 23:58:21,AAA
46452,AAA,MOP,2018-11-23 23:58:20,20
88941,,YDD,2018-11-23 23:58:21,
59637,,JPY,2018-11-23 23:58:21,
25069,AAA,KRW,2018-11-23 23:58:20,97
52252,,XBD,2018-11-23 23:58:20,
42486,AAA,ALL,2018-11-23 23:58:20,26
85099,FIM,ZAL,2018-11-23 23:58:21,AAA
16912,,NOK,2018-11-23 23:58:20,
39667,,UGS,2018-11-23 23:58:20,
82238,AAA,ESP,2018-11-23 23:58:21,42
3156,ESA,WST,2018-11-23 23:58:20,AAA
5932,EGP,MNT,2018-11-23 23:58:20,AAA
66674,JOD,BGL,2018-11-23 23:58:21,AAA
21463,AAA,XBC,2018-11-23 23:58:20,18
64031,PES,EGP,2018-11-23 23:58:21,AAA
74851,CYP,HKD,2018-11-23 23:58:21,AAA
46484,ZAL,AED,2018-11-23 23:58:20,AAA
96157,AAA,BHD,2018-11-23 23:58:21,99
93596,AAA,FKP,2018-11-23 23:58:21,19
46956,AAA,ETB,2018-11-23 23:58:20,10
61068,,EUR,2018-11-23 23:58:21,
18678,AAA,PKR,2018-11-23 23:58:20,53
2096,,JOD,2018-11-23 23:58:20,
81649,AAA,CHF,2018-11-23 23:58:21,55
44438,,BSD,2018-11-23 23:58:20,
32334,,ALL,2018-11-23 23:58:20,
62976,ZAR,BBD,2018-11-23 23:58:21,AAA
71666,,LKR,2018-11-23 23:58:21,
71624,USS,TTD,2018-11-23 23:58:21,AAA
28128,GRD,CUP,2018-11-23 23:58:20,AAA
25683,AAA,XDR,2018-11-23 23:58:20,75
88964,,HTG,2018-11-23 23:58:21,
94550,BMD,ROL,2018-11-23 23:58:21,AAA
5643,AAA,BOP,2018-11-23 23:58:20,60
54425,AAA,KYD,2018-11-23 23:58:20,60
40727,,SAR,2018-11-23 23:58:20,
20013,AAA,JOD,2018-11-23 23:58:20,78
57955,,PTE,2018-11-23 23:58:21,
12192,AAA,HNL,2018-11-23 23:58:20,77
74335,AAA,DZD,2018-11-23 23:58:21,59
24420,,AED,2018-11-23 23:58:20,
58627,,AOK,2018-11-23 23:58:21,
69222,AAA,FJD,2018-11-23 23:58:21,85
23143,MUR,GTQ,2018-11-23 23:58:20,AAA
905,SCR,KES,2018-11-23 23:58:20,AAA
50204,AAA,SHP,2018-11-23 23:58:20,40
53,AAA,NGN,2018-11-23 23:58:20,42
48177,,TTD,2018-11-23 23:58:20,
81708,AAA,XAU,2018-11-23 23:58:21,88
71660,,ZRZ,2018-11-23 23:58:21,
32638,YER,ETB,2018-11-23 23:58:20,AAA
26276,NOK,MRO,2018-11-23 23:58:20,AAA
70661,AAA,ESA,2018-11-23 23:58:21,40
6279,,NOK,2018-11-23 23:58:20,
42840,,SEK,2018-11-23 23:58:20,
97107,AAA,PLZ,2018-11-23 23:58:21,96
49993,,	MGF,2018-11-23 23:58:20,
5875,,SEK,2018-11-23 23:58:20,
39997,UYP,PGK,2018-11-23 23:58:20,AAA
71861,,NZD,2018-11-23 23:58:21,
14303,,HUF,2018-11-23 23:58:20,
21699,NZD,SDP,2018-11-23 23:58:20,AAA
66489,,CVE,2018-11-23 23:58:21,
2957,AAA,SZL,2018-11-23 23:58:20,7
78331,,ESA,2018-11-23 23:58:21,
49857,,PGK,2018-11-23 23:58:20,
97647,,BZD,2018-11-23 23:58:21,
35750,,XPF,2018-11-23 23:58:20,
39924,GYD,GNS,2018-11-23 23:58:20,AAA
60651,AAA,AOK,2018-11-23 23:58:21,99
27163,PLZ,SBD,2018-11-23 23:58:20,AAA
97150,IEP,ZAR,2018-11-23 23:58:21,AAA
80532,DZD,WST,2018-11-23 23:58:21,AAA
59092,,KRW,2018-11-23 23:58:21,
37665,AAA,BOP,2018-11-23 23:58:20,66
62353,,LKR,2018-11-23 23:58:21,
61797,XBA,DKK,2018-11-23 23:58:21,AAA
43028,AAA,SUR,2018-11-23 23:58:20,46
66247,,KRW,2018-11-23 23:58:21,
22142,DZD,BRC,2018-11-23 23:58:20,AAA
84036,AAA,SHP,2018-11-23 23:58:21,27
18209,SAR,YER,2018-11-23 23:58:20,AAA
51658,DDM,CSK,2018-11-23 23:58:20,AAA
10423,HUF,BND,2018-11-23 23:58:20,AAA
29714,ISK,MRO,2018-11-23 23:58:20,AAA
67757,PYG,CNY,2018-11-23 23:58:21,AAA
67549,IEP,MYR,2018-11-23 23:58:21,AAA
55359,USN,PTE,2018-11-23 23:58:21,AAA
67637,AAA,BSD,2018-11-23 23:58:21,15
58967,AAA,ETB,2018-11-23 23:58:21,89
22633,AAA,YDD,2018-11-23 23:58:20,65
9851,GHC,SYP,2018-11-23 23:58:20,AAA
59085,,TWD,2018-11-23 23:58:21,
98604,AAA,GHC,2018-11-23 23:58:21,66
32514,AAA,ITL,2018-11-23 23:58:20,64
37164,,PLZ,2018-11-23 23:58:20,
2688,AAA,UYP,2018-11-23 23:58:20,52
59508,,XCD,2018-11-23 23:58:21,
95299,AAA,IEP,2018-11-23 23:58:21,13
80035,,TRL,2018-11-23 23:58:21,
24647,AAA,USN,2018-11-23 23:58:20,63
65653,DEM,PAB,2018-11-23 23:58:21,AAA
43987,,USN,2018-11-23 23:58:20,
20416,TPE,IEP,2018-11-23 23:58:20,AAA
25707,BGL,LUF,2018-11-23 23:58:20,AAA
9020,MLF,LRD,2018-11-23 23:58:20,AAA
45639,AAA,QAR,2018-11-23 23:58:20,87
66140,,ALL,2018-11-23 23:58:21,
33597,QAR,KYD,2018-11-23 23:58:20,AAA
37191,TWD,XBA,2018-11-23 23:58:20,AAA
9691,SYP,SEK,2018-11-23 23:58:20,AAA
98900,AAA,CVE,2018-11-23 23:58:21,81
33897,,BND,2018-11-23 23:58:20,
68760,,MYR,2018-11-23 23:58:21,
32056,AAA,YUD,2018-11-23 23:58:20,79
95654,,BWP,2018-11-23 23:58:21,
59328,,VUV,2018-11-23 23:58:21,
45026,AAA,GMD,2018-11-23 23:58:20,46
39583,,CUP,2018-11-23 23:58:20,
13890,AAA,ESB,2018-11-23 23:58:20,2
35386,	MTP,NZD,2018-11-23 23:58:20,AAA
57040,,SBD,2018-11-23 23:58:21,
8689,,HTG,2018-11-23 23:58:20,
4182,AAA,TOP,2018-11-23 23:58:20,17
99946,AAA,IRR,2018-11-23 23:58:21,75
13249,,XBC,2018-11-23 23:58:20,
36868,PLZ,KRW,2018-11-23 23:58:20,AAA
70152,AAA,PES,2018-11-23 23:58:21,51
70646,AAA,SEK,2018-11-23 23:58:21,7
16269,LBP,BWP,2018-11-23 23:58:20,AAA
32340,JPY,AUD,2018-11-23 23:58:20,AAA
3450,AAA,SZL,2018-11-23 23:58:20,83
96930,ESA,BRC,2018-11-23 23:58:21,AAA
70804,,LKR,2018-11-23 23:58:21,
81470,,NGN,2018-11-23 23:58:21,
44432,,ESB,2018-11-23 23:58:20,
4622,,YUD,2018-11-23 23:58:20,
75714,MNT,KES,2018-11-23 23:58:21,AAA
12506,AAA,MWK,2018-11-23 23:58:20,88
45975,,AED,2018-11-23 23:58:20,
46905,BEL,GIP,2018-11-23 23:58:20,AAA
67133,AAA,KRW,2018-11-23 23:58:21,89
1076,,SYP,2018-11-23 23:58:20,
15556,AAA,LAK,2018-11-23 23:58:20,30
21334,AAA,PTE,2018-11-23 23:58:20,4
56735,AAA,ILS,2018-11-23 23:58:21,16
39595,XBA,XBC,2018-11-23 23:58:20,AAA
30851,,ISK,2018-11-23 23:58:20,
71765,SRG,SGD,2018-11-23 23:58:21,AAA
53043,,DOP,2018-11-23 23:58:20,
46411,ZAR,HKD,2018-11-23 23:58:20,AAA
18799,,MXP,2018-11-23 23:58:20,
54339,,UGS,2018-11-23 23:58:20,
7690,,GMD,2018-11-23 23:58:20,
28049,AAA,BHD,2018-11-23 23:58:20,8
766,AAA,CYP,2018-11-23 23:58:20,21
36076,AAA,XPF,2018-11-23 23:58:20,67
94875,,JPY,2018-11-23 23:58:21,
3178,AAA,AFA,2018-11-23 23:58:20,92
20664,AAA,ANG,2018-11-23 23:58:20,58
2648,,GMD,2018-11-23 23:58:20,
45503,AAA,ARP,2018-11-23 23:58:20,49
8539,,KMF,2018-11-23 23:58:20,
5524,ESB,TRL,2018-11-23 23:58:20,AAA
35658,AAA,SAR,2018-11-23 23:58:20,23
20291,,IQD,2018-11-23 23:58:20,
8708,AAA,IEP,2018-11-23 23:58:20,98
71633,AAA,HNL,2018-11-23 23:58:21,29
75086,AAA,PLZ,2018-11-23 23:58:21,91
76291,AED,YDD,2018-11-23 23:58:21,AAA
64915,,LSM,2018-11-23 23:58:21,
47681,,KES,2018-11-23 23:58:20,
37146,COP,FRF,2018-11-23 23:58:20,AAA
35495,AAA,ZRZ,2018-11-23 23:58:20,22
75924,PES,PLZ,2018-11-23 23:58:21,AAA
7069,GIP,FIM,2018-11-23 23:58:20,AAA
94960,,KRW,2018-11-23 23:58:21,
14335,ROL,QAR,2018-11-23 23:58:20,AAA
43160,ATS,THB,2018-11-23 23:58:20,AAA
30670,AAA,PHP,2018-11-23 23:58:20,32
12155,BEC,	MTP,2018-11-23 23:58:20,AAA
67228,,SLL,2018-11-23 23:58:21,
54946,AAA,IEP,2018-11-23 23:58:21,44
82834,,LSM,2018-11-23 23:58:21,
50868,VND,OMR,2018-11-23 23:58:20,AAA
18890,,XDR,2018-11-23 23:58:20,
99998,BOP,STD,2018-11-23 23:58:21,AAA
95735,,SZL,2018-11-23 23:58:21,
90893,ISK,ESA,2018-11-23 23:58:21,AAA
30460,,WST,2018-11-23 23:58:20,
77116,SHP,ZAL,2018-11-23 23:58:21,AAA
89567,AAA,MUR,2018-11-23 23:58:21,40
37686,,AED,2018-11-23 23:58:20,
8736,BBD,DEM,2018-11-23 23:58:20,AAA
52388,AAA,XOF,2018-11-23 23:58:20,95
43731,AAA,GTQ,2018-11-23 23:58:20,98
3439,AAA,KRW,2018-11-23 23:58:20,86
15725,,IQD,2018-11-23 23:58:20,
25563,AAA,YUD,2018-11-23 23:58:20,76
51282,AAA,BEC,2018-11-23 23:58:20,85
13060,TWD,LRD,2018-11-23 23:58:20,AAA
81375,,BSD,2018-11-23 23:58:21,
66044,OMR,ESB,2018-11-23 23:58:21,AAA
30993,AAA,ECS,2018-11-23 23:58:20,100
58141,AAA,EUR,2018-11-23 23:58:21,50
84863,,ISK,2018-11-23 23:58:21,
58550,AAA,XBC,2018-11-23 23:58:21,77
32486,AAA,TZS,2018-11-23 23:58:20,4
17833,,XBC,2018-11-23 23:58:20,
75310,MAD,TTD,2018-11-23 23:58:21,AAA
54270,DDM,ANG,2018-11-23 23:58:20,AAA
10154,,KMF,2018-11-23 23:58:20,
60234,XXX,ALL,2018-11-23 23:58:21,AAA
15020,AAA,KWD,2018-11-23 23:58:20,32
14936,,WST,2018-11-23 23:58:20,
47554,INR,OMR,2018-11-23 23:58:20,AAA
79323,AAA,MNT,2018-11-23 23:58:21,31
59610,,UGS,2018-11-23 23:58:21,
72790,INR,BUK,2018-11-23 23:58:21,AAA
64295,ESP,NLG,2018-11-23 23:58:21,AAA
20370,,EUR,2018-11-23 23:58:20,
71850,,ROL,2018-11-23 23:58:21,
8575,,NIC,2018-11-23 23:58:20,
71937,AAA,GIP,2018-11-23 23:58:21,88
98610,,XBA,2018-11-23 23:58:21,
68036,AAA,CRC,2018-11-23 23:58:21,41
81731,AAA,GYD,2018-11-23 23:58:21,54
36346,AAA,FRF,2018-11-23 23:58:20,30
5485,,AOK,2018-11-23 23:58:20,
18266,,SZL,2018-11-23 23:58:20,
59405,,XCD,2018-11-23 23:58:21,
70577,BBD,SVC,2018-11-23 23:58:21,AAA
46525,,NLG,2018-11-23 23:58:20,
52321,AAA,ESA,2018-11-23 23:58:20,6
10059,AAA,FRF,2018-11-23 23:58:20,99
94598,AAA,MXP,2018-11-23 23:58:21,47
86586,,AED,2018-11-23 23:58:21,
47034,,CYP,2018-11-23 23:58:20,
34876,,JOD,2018-11-23 23:58:20,
8168,BZD,BIF,2018-11-23 23:58:20,AAA
76111,AAA,BSD,2018-11-23 23:58:21,27
40892,,PKR,2018-11-23 23:58:20,
59362,TWD,XCD,2018-11-23 23:58:21,AAA
57456,AAA,BRC,2018-11-23 23:58:21,98
70948,,NZD,2018-11-23 23:58:21,
36045,NGN,ZAL,2018-11-23 23:58:20,AAA
13285,AAA,XPF,2018-11-23 23:58:20,2
86519,,BRC,2018-11-23 23:58:21,
45959,BHD,LYD,2018-11-23 23:58:20,AAA
22340,AAA,UYP,2018-11-23 23:58:20,35
36169,,MAD,2018-11-23 23:58:20,
27568,AAA,SUR,2018-11-23 23:58:20,85
95847,,CUP,2018-11-23 23:58:21,
75949,MUR,CNY,2018-11-23 23:58:21,AAA
92638,XCD,SEK,2018-11-23 23:58:21,AAA
63909,AAA,TTD,2018-11-23 23:58:21,7
46896,AAA,ANG,2018-11-23 23:58:20,40
18005,,NPR,2018-11-23 23:58:20,
13520,,AFA,2018-11-23 23:58:20,
17323,DKK,NOK,2018-11-23 23:58:20,AAA
69554,SEK,CAD,2018-11-23 23:58:21,AAA
28282,,TOP,2018-11-23 23:58:20,
78083,,ALL,2018-11-23 23:58:21,
77632,,USD,2018-11-23 23:58:21,
23564,HUF,MZM,2018-11-23 23:58:20,AAA
47029,,DZD,2018-11-23 23:58:20,
25284,AED,SGD,2018-11-23 23:58:20,AAA
29436,AAA,AUD,2018-11-23 23:58:20,1
1179,AAA,GTQ,2018-11-23 23:58:20,91
10765,IQD,LUF,2018-11-23 23:58:20,AAA
27408,AAA,GQE,2018-11-23 23:58:20,53
30896,,DKK,2018-11-23 23:58:20,
88762,,XBB,2018-11-23 23:58:21,
36234,AAA,AFA,2018-11-23 23:58:20,73
